Brand,Year,Model,UsedOrNew,Transmission,Kilometres,Price,State,Litres
Toyota,2019,Yaris,USED,Automatic,41278,24888,NSW,1.3
Mazda,2013,3,USED,Automatic,152373,16990,NSW,2.0
Mazda,2007,3,USED,Automatic,235600,7995,NSW,2.0
Toyota,2017,Tarago,USED,Automatic,35766,36990,NSW,2.4
Holden,2017,Colorado,USED,Automatic,233069,21990,NSW,2.8
Hyundai,2017,Kona,USED,Automatic,131897,21888,NSW,2.0
Ford,2015,Focus,USED,Manual,102890,29950,NSW,2.0
Audi,2016,A3,USED,Automatic,105363,24995,NSW,1.8
Hyundai,2018,Tucson,USED,Automatic,88501,26495,VIC,2.0
Kia,2014,Cerato,USED,Automatic,119130,14995,NSW,1.8
Land,2014,Rover,USED,Automatic,113018,71950,NSW,3.0
Ford,2016,Ranger,USED,Automatic,167746,32999,NSW,3.2
BMW,2009,X5,USED,Automatic,297935,8990,NSW,3.0
Subaru,2008,Outback,USED,Automatic,186419,9999,NSW,2.5
Nissan,2016,Pathfinder,USED,Automatic,130920,24990,NSW,3.5
Mitsubishi,2009,Triton,USED,Automatic,196264,13999,NSW,2.5
Nissan,2021,X-Trail,USED,Automatic,30787,38990,VIC,2.5
MG,2023,ZST,NEW,Automatic,15,34990,NSW,1.3
Hyundai,2019,I30,USED,Automatic,63718,24990,NSW,2.0
Mazda,2022,CX-3,USED,Automatic,2524,30000,NSW,2.0
Mitsubishi,2016,Outlander,USED,Automatic,112908,25990,NSW,2.3
MG,2022,MG3,NEW,Automatic,15,19490,NSW,1.5
Toyota,2012,HiAce,USED,Automatic,178792,24900,NSW,3.0
Subaru,1999,Impreza,USED,Manual,118778,29888,NSW,2.0
Mazda,2000,E2000,USED,Manual,369953,5990,QLD,2.0
Suzuki,2016,Swift,USED,Automatic,97437,14995,NSW,1.4
Volkswagen,2013,Tiguan,USED,Automatic,148000,16999,NSW,2.0
Nissan,2017,Qashqai,USED,Automatic,33257,28888,NSW,2.0
Mazda,2006,3,USED,Manual,180139,15995,VIC,2.3
Mercedes-Benz,2017,C43,USED,Automatic,66025,59900,NSW,3.0
BMW,2011,X1,USED,Automatic,78907,17999,NSW,2.0
Volkswagen,2015,Golf,USED,Automatic,94375,14888,NSW,1.4
Renault,2017,Megane,USED,Automatic,152494,22800,NSW,1.6
Lexus,2018,IS350,USED,Automatic,75921,46950,NSW,3.5
Suzuki,2016,Grand,USED,Automatic,31393,27990,NSW,2.4
BMW,2022,320I,USED,Automatic,5507,69988,NSW,2.0
Hyundai,2018,I30,USED,Automatic,94193,23990,QLD,2.0
Audi,2010,S3,USED,Automatic,207245,14888,NSW,2.0
Toyota,2010,Corolla,USED,Automatic,99026,12999,QLD,1.8
Nissan,2016,Pathfinder,USED,Automatic,127550,21990,NSW,3.5
Ford,2016,Fiesta,USED,Manual,109800,12999,NSW,1.0
Subaru,2015,WRX,USED,Automatic,59081,39888,NSW,2.0
Toyota,2009,Kluger,USED,Automatic,149456,19880,NSW,3.5
Nissan,2011,Dualis,USED,Automatic,200774,10950,NSW,2.0
Kia,2018,Sportage,USED,Automatic,64378,34990,NSW,2.0
Holden,2015,Captiva,USED,Automatic,95071,14990,QLD,2.4
Mercedes-Benz,2009,CLC200,USED,Automatic,111873,14990,NSW,1.8
Volkswagen,2016,Tiguan,USED,Automatic,55000,32999,VIC,2.0
Ford,2012,Falcon,USED,Automatic,171093,16995,NSW,4.0
Renault,2011,Megane,USED,Automatic,40856,14880,NSW,2.0
Suzuki,2010,Swift,USED,Automatic,135594,10990,NSW,1.5
Lexus,2006,RX350,USED,Automatic,199571,10990,NSW,3.5
Hyundai,2014,IX35,USED,Manual,200589,9999,NSW,2.0
Mazda,2016,2,USED,Automatic,29220,24705,VIC,1.5
Ford,2008,Focus,USED,Automatic,125699,8990,NSW,2.0
Hyundai,2019,Tucson,USED,Automatic,23126,34990,NSW,2.0
Toyota,2010,Hilux,USED,Automatic,290000,13990,NSW,4.0
Mazda,2012,CX-5,USED,Automatic,202100,14989,NSW,2.0
Holden,2008,Viva,USED,Automatic,104335,7995,NSW,1.8
Nissan,1997,Stagea,USED,Automatic,145638,22880,NSW,2.5
Mazda,2017,BT-50,USED,Automatic,185244,23990,QLD,3.2
MG,2023,ZS,NEW,Automatic,15,24690,NSW,1.5
Mercedes-Benz,2015,C250,USED,Automatic,110250,32800,NSW,2.0
Hyundai,2015,I30,USED,Automatic,42153,23888,NSW,2.0
Toyota,2018,RAV4,USED,Automatic,75113,38888,NSW,2.5
Hyundai,2018,I30,USED,Automatic,82292,23990,NSW,2.0
Honda,2018,CR-V,USED,Automatic,51770,33999,VIC,1.5
Volkswagen,2019,Polo,USED,Automatic,28550,21888,NSW,1.0
Honda,2017,Civic,USED,Automatic,94546,28999,VIC,1.5
Toyota,2005,Hilux,USED,Manual,303119,9990,NSW,2.7
Mercedes-Benz,2019,GLC43,USED,Automatic,112808,61950,NSW,3.0
Toyota,2007,Camry,USED,Automatic,176886,11990,NSW,2.4
Holden,2018,Captiva,USED,Automatic,183378,16999,NSW,2.2
Mazda,2017,2,USED,Automatic,106946,15778,NSW,1.5
MG,2022,MG3,USED,Automatic,1446,22705,VIC,1.5
Jeep,2008,Commander,USED,Automatic,248751,7995,NSW,3.0
Renault,2013,Megane,USED,Automatic,100970,17990,NSW,2.0
Kia,2020,Sportage,USED,Automatic,34806,29900,NSW,2.0
Hyundai,2019,Kona,USED,Automatic,57742,27878,NSW,2.0
Hyundai,2017,I30,USED,Automatic,123425,19999,VIC,2.0
Nissan,2012,Almera,USED,Automatic,144683,12990,NSW,1.5
Hyundai,2021,Santa,USED,Automatic,54303,40888,NSW,2.2
Mazda,2014,3,USED,Manual,143226,12999,NSW,2.5
Mitsubishi,2017,Outlander,USED,Automatic,123952,27996,NSW,2.3
Honda,2019,CR-V,USED,Automatic,22189,34990,VIC,1.5
Holden,2015,Captiva,USED,Automatic,118912,13995,NSW,2.4
Kia,2018,Sorento,USED,Automatic,64720,39990,NSW,2.2
Jeep,2015,Grand,USED,Automatic,98864,25999,VIC,3.6
Toyota,2017,RAV4,USED,Automatic,138450,21995,NSW,2.0
Volvo,2012,C30,USED,Manual,111965,16888,NSW,2.5
Ford,2010,Falcon,USED,Automatic,246148,8995,NSW,4.0
Mazda,2022,CX-5,USED,Automatic,2734,41998,VIC,2.5
Volkswagen,2017,Multivan,USED,Automatic,47865,49800,NSW,2.0
Holden,2018,Acadia,USED,Automatic,147886,31990,NSW,3.6
Toyota,2021,Corolla,USED,Automatic,46395,30888,NSW,1.8
Toyota,2022,Corolla,USED,Automatic,9803,39999,VIC,1.8
MG,2023,ZST,NEW,Automatic,15,29690,NSW,1.5
Mazda,2017,CX-5,USED,Automatic,109787,31990,VIC,2.5
Ford,2018,Ranger,USED,Automatic,53362,33950,NSW,2.2
Kia,2019,Cerato,USED,Automatic,57418,24995,NSW,2.0
Hyundai,2017,I30,USED,Automatic,33836,25995,NSW,2.0
Renault,2018,Megane,USED,Manual,39067,38990,NSW,1.8
Hyundai,2015,Tucson,USED,Automatic,66242,25999,VIC,2.0
Nissan,2019,Navara,USED,Automatic,49181,44987,NSW,2.3
Jeep,2015,Grand,USED,Automatic,52378,37800,NSW,3.6
Nissan,2013,X-Trail,USED,Automatic,119924,15999,QLD,2.0
Nissan,2001,Patrol,USED,Manual,309774,16950,NSW,3.0
Audi,2016,Q3,USED,Automatic,109666,22990,NSW,2.0
Hyundai,2019,Santa,USED,Automatic,83438,43990,NSW,2.2
Suzuki,2018,Swift,USED,Automatic,95573,16887,NSW,1.2
Mazda,2018,3,USED,Automatic,53343,24990,NSW,2.0
Mitsubishi,2016,Outlander,USED,Automatic,265211,8990,NSW,2.0
Volkswagen,2019,Golf,USED,Automatic,22132,43880,NSW,2.0
Toyota,2021,GR,USED,Manual,13515,52999,VIC,1.6
MG,2023,ZST,NEW,Automatic,15,29690,NSW,1.5
Volkswagen,2018,Golf,USED,Automatic,101393,24315,NSW,1.4
Renault,2018,Koleos,USED,Automatic,104575,28990,NSW,2.5
Subaru,2017,Forester,USED,Automatic,45318,31990,NSW,2.5
Isuzu,2017,D-MAX,USED,Manual,6532,35888,VIC,3.0
LDV,2021,G10,USED,Automatic,38308,29800,NSW,1.9
Nissan,2011,Dualis,USED,Manual,184256,8995,NSW,2.0
Kia,2015,Cerato,USED,Automatic,88693,16990,NSW,1.8
Volkswagen,2019,Caddy,USED,Automatic,97327,32888,NSW,1.4
Hyundai,2014,I30,USED,Manual,149912,13999,QLD,1.8
Ford,2018,Mustang,USED,Automatic,26634,62990,NSW,5.0
Volkswagen,2011,Touareg,USED,Automatic,78369,25990,NSW,3.6
Toyota,2010,Tarago,USED,Automatic,203585,14950,NSW,2.4
Toyota,2010,Tarago,USED,Automatic,269626,12990,NSW,2.4
Ford,2019,Escape,USED,Automatic,30553,33705,VIC,2.0
Toyota,2017,Hilux,USED,Automatic,111382,41950,NSW,2.8
Audi,2011,Q5,USED,Automatic,148512,16999,NSW,2.0
Hyundai,2016,Tucson,USED,Automatic,53520,25990,NSW,1.6
Kia,2015,Carnival,USED,Automatic,100966,33990,NSW,2.2
Ford,2015,Falcon,USED,Manual,57096,49980,QLD,5.0
Mitsubishi,2017,Lancer,USED,Automatic,131757,16444,NSW,2.0
Hyundai,2018,Tucson,USED,Automatic,138172,28990,NSW,1.6
Toyota,2014,HiAce,USED,Automatic,140082,25995,NSW,2.7
Audi,2013,Q5,USED,Automatic,124470,21984,NSW,3.0
LDV,2021,G10,USED,Automatic,36516,29990,NSW,1.9
Lexus,2009,IS250C,USED,Automatic,100500,22999,NSW,2.5
Kia,2018,RIO,USED,Automatic,90724,19999,NSW,1.0
Mazda,2009,2,USED,Automatic,139289,11390,VIC,1.5
Mercedes-Benz,2010,C200,USED,Automatic,104900,15995,NSW,1.8
Mitsubishi,2014,Triton,USED,Automatic,253555,18990,NSW,2.5
Subaru,2012,WRX,USED,Manual,138199,23995,NSW,2.5
MG,2023,ZST,NEW,Automatic,15,33690,NSW,1.3
Nissan,2015,Pulsar,USED,Automatic,72927,16984,NSW,1.8
Mazda,2015,CX-3,USED,Automatic,158831,21950,NSW,1.5
Kia,2019,Cerato,USED,Automatic,108541,22990,NSW,2.0
BMW,2016,430I,USED,Automatic,31620,45555,NSW,2.0
Ford,2016,Ranger,USED,Manual,88961,38990,NSW,3.2
BMW,2012,116I,USED,Manual,133884,14900,NSW,1.6
Mercedes-Benz,2019,GLC300,USED,Automatic,42159,68888,NSW,2.0
Toyota,2021,RAV4,USED,Automatic,28785,54800,NSW,2.5
Toyota,2016,Yaris,USED,Automatic,73318,19990,NSW,1.3
Subaru,2017,XV,USED,Automatic,82951,26790,VIC,2.0
Audi,2017,SQ7,USED,Automatic,136530,72880,NSW,4.0
Volkswagen,2015,Caddy,USED,Manual,204361,14880,NSW,1.2
BMW,2016,M4,USED,Automatic,99978,69888,NSW,3.0
Holden,2014,Cruze,USED,Automatic,65108,12995,NSW,1.8
Lexus,2018,RX350,USED,Automatic,136480,47888,NSW,3.5
Nissan,2007,Patrol,USED,Automatic,285146,24990,QLD,3.0
Nissan,2015,X-Trail,USED,Automatic,117407,19999,NSW,2.5
Mazda,2016,BT-50,USED,Automatic,130067,36950,NSW,3.2
Mitsubishi,2014,Lancer,USED,Automatic,151465,16990,NSW,2.4
Mitsubishi,2018,Eclipse,USED,Automatic,23363,29999,NSW,1.5
Mazda,2005,3,USED,Automatic,102673,8995,NSW,2.0
Ford,2011,Mondeo,USED,Automatic,130596,11990,NSW,2.3
Volkswagen,2013,Golf,USED,Automatic,108759,15990,NSW,1.4
Holden,2011,Colorado,USED,Automatic,227125,14950,NSW,3.6
HSV,2004,Clubsport,USED,Automatic,170275,39990,QLD,5.7
Toyota,2014,Hiace,USED,Automatic,188166,23900,NSW,3.0
Mitsubishi,2012,Triton,USED,Automatic,221757,16990,NSW,2.5
Mitsubishi,2018,ASX,USED,Automatic,68037,22999,NSW,2.0
Toyota,2007,Aurion,USED,Automatic,151117,9949,NSW,3.5
Toyota,2011,Corolla,USED,Automatic,160428,13990,NSW,1.8
Mitsubishi,2015,Triton,USED,Manual,137631,19990,NSW,2.5
Toyota,2021,Corolla,USED,Automatic,44220,35888,NSW,2.0
Hyundai,2018,Tucson,USED,Automatic,75056,25776,NSW,2.0
Toyota,2004,Hilux,USED,Manual,415913,16999,QLD,3.0
LDV,2020,T60,USED,Automatic,88350,33888,NSW,2.8
Hyundai,2020,Kona,USED,Automatic,46341,27990,NSW,2.0
Kia,2012,Cerato,USED,Automatic,145934,13999,NSW,2.0
Hyundai,2012,I30,USED,Automatic,119281,15990,NSW,1.8
Nissan,2018,Qashqai,USED,Automatic,51344,30990,NSW,2.0
Toyota,2021,Corolla,USED,Automatic,37892,34990,NSW,1.8
Hyundai,2015,Iload,USED,Automatic,222947,21950,NSW,2.5
Mitsubishi,2013,Lancer,USED,Manual,291063,7950,NSW,2.0
Toyota,2005,Landcruiser,USED,Automatic,181169,25888,NSW,4.0
Volkswagen,2018,Transporter,USED,Automatic,173010,29987,NSW,2.0
Toyota,2002,Celica,USED,Manual,273640,6999,NSW,1.8
Holden,2017,Barina,USED,Automatic,71241,14990,NSW,1.6
Subaru,2004,Forester,USED,Automatic,284604,11880,NSW,2.5
Hyundai,2022,Tucson,USED,Automatic,1228,58990,NSW,2.0
Foton,2017,Tunland,USED,Manual,98801,15990,QLD,2.8
Ford,2010,Fiesta,USED,Automatic,173586,8995,NSW,1.6
Hyundai,2014,I30,USED,Manual,194510,10999,NSW,1.8
Mazda,2015,6,USED,Automatic,65001,23880,NSW,2.2
Subaru,2018,Outback,USED,Automatic,87601,29888,NSW,2.5
Volkswagen,2015,Transporter,USED,Automatic,174143,26990,NSW,2.0
Mitsubishi,2010,Pajero,USED,Automatic,263446,18999,QLD,3.2
MG,2023,ZST,NEW,Automatic,15,35690,NSW,1.3
Audi,2019,A3,USED,Automatic,79995,41800,NSW,2.0
Mahindra,2016,PIK-UP,USED,Manual,77404,17800,NSW,2.2
Audi,2017,Q2,USED,Automatic,37578,35880,NSW,1.4
MG,2023,ZST,NEW,Automatic,15,35690,NSW,1.3
Ford,2019,Ranger,USED,Automatic,208293,36950,NSW,3.2
Mitsubishi,2013,Outlander,USED,Automatic,169051,16990,NSW,2.0
Hyundai,2004,Santa,USED,Automatic,182067,7995,NSW,2.7
Fiat,2013,500,USED,Automatic,83574,17990,VIC,0.9
BMW,2012,118I,USED,Automatic,53447,17880,NSW,1.6
Ford,2015,Falcon,USED,Manual,61809,63800,NSW,5.0
BMW,2014,420I,USED,Automatic,83803,34990,NSW,2.0
Subaru,2020,Outback,USED,Automatic,31601,40888,NSW,2.5
Volkswagen,2012,Tiguan,USED,Automatic,102233,18888,NSW,2.0
Honda,2007,Accord,USED,Automatic,210012,6990,NSW,2.4
Skoda,2020,Kamiq,USED,Automatic,34339,30787,NSW,1.0
Toyota,2014,HiAce,USED,Automatic,189331,24995,NSW,2.7
Audi,2018,A3,USED,Automatic,65068,31800,NSW,1.4
Ford,2011,Falcon,USED,Automatic,227000,9850,NSW,4.0
Lexus,2018,RX450H,USED,Automatic,125167,63888,NSW,3.5
Hyundai,2016,Tucson,USED,Automatic,105101,20888,NSW,2.0
Mazda,2021,3,USED,Manual,54176,29888,NSW,2.0
BMW,2017,X4,USED,Automatic,81697,46800,NSW,3.0
Holden,2009,Cruze,USED,Automatic,182250,7995,NSW,1.8
Holden,2013,Cruze,USED,Automatic,154887,9995,NSW,1.8
Hyundai,2015,Tucson,USED,Automatic,65604,27990,NSW,1.6
Toyota,2019,Corolla,USED,Automatic,76625,27888,NSW,2.0
Volkswagen,2010,Polo,USED,Automatic,149991,10990,VIC,1.6
Audi,2019,A3,USED,Automatic,56016,39880,NSW,1.4
Ford,2016,Ranger,USED,Automatic,243000,24900,NSW,2.2
LDV,2018,G10,USED,Automatic,103218,24800,NSW,2.0
Subaru,2006,Forester,USED,Automatic,155068,7950,NSW,2.5
Toyota,2018,Camry,USED,Automatic,102587,26990,NSW,2.5
Toyota,2006,Landcruiser,USED,Automatic,233001,28990,QLD,4.7
Mercedes-Benz,2015,CLA250,USED,Automatic,78403,34800,NSW,2.0
Kia,2013,RIO,USED,Automatic,89432,15950,NSW,1.4
Maserati,2017,Ghibli,USED,Automatic,45963,68800,NSW,3.0
Nissan,2014,Qashqai,USED,Automatic,82748,19990,NSW,2.0
Toyota,2018,Corolla,USED,Automatic,67878,31995,NSW,1.8
Skoda,2016,Fabia,USED,Automatic,77925,15420,NSW,1.2
Toyota,2019,Corolla,USED,Automatic,62698,31990,NSW,2.0
Mazda,2007,3,USED,Automatic,240936,5499,NSW,2.3
Kia,2015,Sportage,USED,Automatic,56651,21990,NSW,2.0
BMW,2016,X3,USED,Automatic,53878,41990,NSW,2.0
Subaru,2019,Outback,USED,Automatic,66853,30888,NSW,2.5
Kia,2020,Stinger,USED,Automatic,57800,54800,NSW,3.3
Volkswagen,2015,Touareg,USED,Automatic,129961,25999,NSW,3.0
Kia,2017,Picanto,USED,Automatic,124286,14990,NSW,1.2
LDV,2020,G10,USED,Automatic,70500,26995,NSW,1.9
Mazda,2020,3,USED,Automatic,15320,39990,VIC,2.5
Kia,2019,Stinger,USED,Automatic,29189,50990,NSW,3.3
Toyota,2017,Hiace,USED,Automatic,122100,39990,NSW,3.0
Hyundai,2014,Imax,USED,Automatic,177244,24950,NSW,2.5
Nissan,2023,X-Trail,USED,Automatic,698,56483,NSW,2.5
Kia,2021,Carnival,USED,Automatic,69476,64888,NSW,3.5
BMW,2009,X3,USED,Automatic,266859,7888,NSW,2.0
Nissan,2014,X-Trail,USED,Automatic,267823,10999,NSW,2.5
Hyundai,2010,IX35,USED,Automatic,198474,15950,NSW,2.0
Ford,2016,Ranger,USED,Automatic,198000,35999,QLD,3.2
Toyota,2018,RAV4,USED,Automatic,54276,34990,NSW,2.5
Toyota,2020,Camry,USED,Automatic,42000,39888,NSW,2.5
Mazda,2016,BT-50,USED,Manual,98634,36990,NSW,3.2
Porsche,2008,Cayenne,USED,Automatic,167642,24950,NSW,4.8
Mazda,2017,3,USED,Manual,59479,21990,NSW,2.5
Toyota,2019,Hilux,USED,Automatic,117345,47888,NSW,2.8
Kia,2017,Sorento,USED,Automatic,99851,32888,NSW,2.2
Mazda,2017,CX-9,USED,Automatic,130420,29999,NSW,2.5
Subaru,2014,Liberty,USED,Automatic,152443,16290,VIC,2.5
Toyota,2015,Hilux,USED,Manual,179131,40990,NSW,2.8
Nissan,2019,Navara,USED,Automatic,27936,47990,NSW,2.3
Ford,2011,Ranger,USED,Manual,306461,16880,NSW,3.2
Kia,2019,Optima,USED,Automatic,58147,23990,NSW,2.4
BMW,2014,328I,USED,Automatic,57654,28800,NSW,2.0
Toyota,2016,Kluger,USED,Automatic,39653,36999,NSW,3.5
Hyundai,2019,Tucson,USED,Automatic,55121,33888,NSW,2.0
Ford,2022,Puma,USED,Automatic,4272,33990,NSW,1.0
MG,2023,ZST,NEW,Automatic,15,28990,NSW,1.5
Mercedes-Benz,2015,C200,USED,Automatic,105908,30990,VIC,2.0
Toyota,2014,Corolla,USED,Automatic,157501,16990,NSW,1.8
Nissan,2022,X-Trail,USED,Automatic,9129,32888,NSW,2.5
Toyota,2019,RAV4,USED,Automatic,189119,33480,NSW,2.5
Ford,2015,Ranger,USED,Automatic,121605,38995,NSW,3.2
Mitsubishi,2021,ASX,USED,Automatic,42773,28888,NSW,2.0
Toyota,2019,RAV4,USED,Automatic,77123,37995,NSW,2.0
Toyota,2014,HiAce,USED,Automatic,165215,35990,NSW,2.7
Hyundai,2014,Santa,USED,Automatic,158593,22990,NSW,2.2
Volkswagen,2010,Passat,USED,Automatic,199167,7950,NSW,1.8
BMW,2019,X3,USED,Automatic,58323,52800,NSW,2.0
Mazda,2019,3,USED,Automatic,61817,32447,NSW,2.0
Kia,2020,Cerato,USED,Automatic,54995,24888,NSW,2.0
Kia,2015,Optima,USED,Automatic,95217,24990,NSW,2.0
Holden,2016,Cruze,USED,Automatic,71420,14990,NSW,1.8
Toyota,2015,Camry,USED,Automatic,158742,27900,NSW,2.5
Honda,2018,CR-V,USED,Automatic,91244,33990,VIC,1.5
Toyota,2020,HiAce,USED,Automatic,67372,54990,NSW,2.8
Toyota,2011,Corolla,USED,Automatic,107000,12999,NSW,1.8
Mazda,2011,6,USED,Automatic,133385,12990,NSW,2.5
Mazda,2017,BT-50,USED,Automatic,81714,31987,NSW,3.2
MG,2023,ZST,NEW,Automatic,15,35690,NSW,1.3
Mazda,2022,CX-5,USED,Automatic,7492,55667,NSW,2.5
Audi,2016,Q7,USED,Automatic,90801,44800,NSW,3.0
Mitsubishi,2011,ASX,USED,Manual,87092,16800,NSW,1.8
Volkswagen,2015,Multivan,USED,Automatic,37448,42990,NSW,2.0
Volvo,2019,XC60,USED,Automatic,18786,64990,NSW,2.0
BMW,2013,Z4,USED,Automatic,79263,32800,NSW,2.0
Fiat,2019,500,USED,Automatic,16222,20800,NSW,1.2
Volkswagen,2007,Golf,USED,Manual,147681,12990,NSW,2.0
Toyota,2018,RAV4,USED,Automatic,134158,24950,NSW,2.0
Toyota,2011,Hilux,USED,Manual,197212,14990,QLD,2.7
Volkswagen,2013,Polo,USED,Manual,155446,10995,NSW,1.2
Ford,2014,Mondeo,USED,Automatic,206993,6880,NSW,2.3
Nissan,2010,X-Trail,USED,Automatic,214466,12990,NSW,2.0
Toyota,2012,HiAce,USED,Automatic,213169,26900,NSW,3.0
LDV,2022,T60,USED,Automatic,1256,44288,NSW,2.0
Mazda,2006,3,USED,Manual,220156,14880,NSW,2.3
LDV,2021,T60,USED,Automatic,23773,28980,NSW,2.8
Toyota,1999,Landcruiser,USED,Automatic,394167,22999,QLD,4.2
Ford,2012,Ranger,USED,Automatic,283047,24995,NSW,2.2
Audi,2017,A7,USED,Automatic,61612,54880,NSW,3.0
Toyota,2007,Tarago,USED,Automatic,209970,15990,NSW,3.5
Holden,2015,Colorado,USED,Automatic,104003,35888,NSW,2.8
Land,2012,Rover,USED,Automatic,107036,30990,NSW,2.0
Ford,2012,Transit,USED,Manual,226455,19995,NSW,2.4
Mercedes-Benz,2019,GLC300,USED,Automatic,71997,64990,NSW,2.0
Toyota,2003,Landcruiser,USED,Automatic,336271,13990,QLD,4.0
Holden,2011,Captiva,USED,Automatic,148451,9800,NSW,3.2
Volvo,2018,XC60,USED,Automatic,73048,43990,NSW,2.0
Mercedes-Benz,2011,ML350,USED,Automatic,92715,22945,NSW,3.5
Toyota,2017,RAV4,USED,Automatic,118937,29999,NSW,2.5
Mitsubishi,2021,ASX,USED,Automatic,48932,27990,NSW,2.0
Mazda,2014,3,USED,Manual,148421,14880,NSW,2.0
Nissan,2014,Juke,USED,Automatic,116603,19880,NSW,1.6
Holden,2006,Rodeo,USED,Manual,283736,10950,NSW,3.6
Mitsubishi,2015,Outlander,USED,Automatic,94701,22776,NSW,2.0
Toyota,2005,HiAce,USED,Automatic,415181,10995,NSW,2.7
Toyota,2005,Echo,USED,Automatic,220905,6990,NSW,1.3
Hyundai,2018,Kona,USED,Automatic,76436,28990,NSW,1.6
Hyundai,2013,Imax,USED,Automatic,137282,22990,NSW,2.5
Holden,2016,Colorado,USED,Automatic,98030,29999,QLD,2.8
Volkswagen,2013,Tiguan,USED,Automatic,93662,16999,NSW,2.0
Lexus,2020,UX200,USED,Automatic,20747,49900,NSW,2.0
Subaru,2014,Liberty,USED,Automatic,274000,10999,NSW,2.5
BMW,2015,X6,USED,Automatic,75416,53888,NSW,3.0
Ford,2013,Ranger,USED,Automatic,282575,19990,NSW,3.2
Kia,2018,Picanto,USED,Automatic,77871,19880,NSW,1.2
Ford,2012,Focus,USED,Automatic,90730,12995,NSW,1.6
Mazda,2013,2,USED,Automatic,51735,14990,NSW,1.5
Toyota,2016,RAV4,USED,Automatic,137479,25990,NSW,2.0
Mazda,2015,3,USED,Automatic,53815,22880,NSW,2.5
Volkswagen,2017,Transporter,USED,Automatic,273970,23500,NSW,2.0
Toyota,2006,Hilux,USED,Automatic,334566,19990,NSW,4.0
Hyundai,2018,Santa,USED,Automatic,103102,27999,NSW,3.3
Land,2016,Rover,USED,Automatic,90865,59800,NSW,3.0
Hyundai,2020,I30,USED,Automatic,40488,24000,NSW,2.0
Toyota,2019,Camry,USED,Automatic,99437,34900,NSW,2.5
Holden,2014,Captiva,USED,Automatic,172770,11999,NSW,2.2
Hyundai,2021,Venue,USED,Automatic,78735,22990,VIC,1.6
Mazda,2023,CX-3,NEW,Automatic,7,42288,NSW,2.0
Mazda,2020,CX-5,USED,Automatic,46220,40898,NSW,2.5
Ford,2011,Fiesta,USED,Manual,144914,8995,NSW,1.6
Hyundai,2020,I30,USED,Automatic,55914,23980,NSW,2.0
Hyundai,2018,I30,USED,Automatic,34001,23990,NSW,2.0
Nissan,2003,Patrol,USED,Manual,332861,16880,NSW,3.0
Mercedes-Benz,2018,C300,USED,Automatic,66409,49800,NSW,2.0
Mercedes-Benz,2017,A250,USED,Automatic,91084,36800,NSW,2.0
Holden,2012,Cruze,USED,Automatic,120732,9950,NSW,1.8
Audi,2003,A4,USED,Automatic,115910,5888,NSW,2.4
Suzuki,2017,Vitara,USED,Automatic,16409,28888,NSW,1.4
Hyundai,2014,I30,USED,Manual,114236,14990,NSW,1.6
Audi,2021,A1,USED,Automatic,20000,32480,NSW,1.0
Ford,2013,Focus,USED,Manual,105378,22990,NSW,2.0
Holden,2016,Cruze,USED,Automatic,92565,13990,NSW,1.8
Mitsubishi,2015,ASX,USED,Automatic,64280,20990,NSW,2.0
Mitsubishi,2019,ASX,USED,Automatic,21955,24990,NSW,2.0
Holden,2011,Commodore,USED,Automatic,141895,11990,NSW,3.0
Toyota,2019,Camry,USED,Automatic,29027,37990,NSW,2.5
Suzuki,2017,Vitara,USED,Automatic,58183,28990,NSW,1.4
Volkswagen,2019,Transporter,USED,Automatic,97650,39280,NSW,2.0
Holden,2017,Astra,USED,Manual,102581,16999,NSW,1.6
Nissan,2012,Navara,USED,Manual,278697,16999,QLD,2.5
Hyundai,2012,IX35,USED,Manual,199409,10995,NSW,2.0
Mitsubishi,2015,ASX,USED,Manual,65398,19990,NSW,2.0
Hyundai,2015,Veloster,USED,Automatic,39500,20990,NSW,1.6
Hyundai,2018,Sonata,USED,Automatic,85437,21990,NSW,2.4
LDV,2019,T60,USED,Automatic,73203,27990,NSW,2.8
Mercedes-Benz,2018,A250,USED,Automatic,75640,39990,NSW,2.0
Volkswagen,2010,Golf,USED,Automatic,73262,10999,NSW,1.4
Volkswagen,2021,Tiguan,USED,Automatic,16239,66888,NSW,2.0
Mitsubishi,2017,Lancer,USED,Automatic,133331,17995,NSW,2.0
Hyundai,2017,Tucson,USED,Automatic,82863,23990,NSW,2.0
Alfa,2015,Romeo,USED,Automatic,52269,22880,NSW,1.7
Mercedes-Benz,2012,B180,USED,Automatic,194010,9999,NSW,1.7
BMW,2017,320D,USED,Automatic,95522,29800,NSW,2.0
Holden,2009,Statesman,USED,Automatic,228422,13990,QLD,3.6
Mercedes-Benz,2019,C200,USED,Automatic,19187,61990,NSW,2.0
Nissan,2014,Altima,USED,Automatic,181450,14880,NSW,2.5
Toyota,2007,Hilux,USED,Manual,302602,18999,QLD,3.0
Hyundai,2017,I30,USED,Automatic,43542,21000,NSW,1.6
Volvo,2015,XC60,USED,Automatic,93593,28800,NSW,2.4
BMW,2016,X4,USED,Automatic,79610,39800,NSW,3.0
MG,2022,MG3,USED,Automatic,683,20480,NSW,1.5
Subaru,2018,Outback,USED,Automatic,136562,27950,NSW,2.5
Skoda,2017,Superb,USED,Automatic,133096,23990,VIC,2.0
Audi,2020,Q3,USED,Automatic,22948,66880,NSW,2.0
